trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1653,False,"{'a': 0.002, 'e': 0.0367359294039469}",30,7,34.530511442464295,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1654,False,"{'a': 0.002, 'e': 0.03666253096804106}",20,16,9.74339643310481,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.002, 'e': 0.03658927918230796}",20,3,25.49632745286899,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.002, 'e': 0.0365161737537404}",25,0,29.192157143879243,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1657,False,"{'a': 0.002, 'e': 0.036443214389916524}",25,16,15.914894899092813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.002, 'e': 0.03637040079899881}",25,10,23.021013290872133,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1659,False,"{'a': 0.002, 'e': 0.03629773268973277}",25,18,14.171877691091641,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.002, 'e': 0.03622520977144591}",30,9,32.6393070540997,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.002, 'e': 0.03615283175404641}",30,19,22.00306760005263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.002, 'e': 0.03608059834802215}",30,16,25.138419152641074,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1663,False,"{'a': 0.002, 'e': 0.036008509264439374}",25,11,14.477960648144476,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1664,False,"{'a': 0.002, 'e': 0.03593656421494168}",20,8,20.663329383151627,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.002, 'e': 0.03586476291174875}",20,16,9.88391144727168,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.002, 'e': 0.0357931050676553}",30,14,18.175813897414105,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1667,False,"{'a': 0.002, 'e': 0.035721590396029845}",25,8,32.25772781837344,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.002, 'e': 0.035650218610813585}",20,16,7.67992538741258,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.002, 'e': 0.03557898942651932}",30,16,23.50633597142347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.002, 'e': 0.035507902558230185}",30,16,23.617014536398905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.002, 'e': 0.03543695772159864}",30,21,14.71126523858961,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.002, 'e': 0.03536615463284522}",35,9,44.2107961928245,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.002, 'e': 0.03529549300875749}",20,13,13.550394493639267,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1674,False,"{'a': 0.002, 'e': 0.035224972566688856}",25,14,16.260727222782627,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1675,False,"{'a': 0.002, 'e': 0.03515459302455746}",20,8,15.90420986625251,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.002, 'e': 0.035084354100845025}",25,14,21.321201425808283,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1677,False,"{'a': 0.002, 'e': 0.035014255514595784}",20,7,22.52378714887987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.002, 'e': 0.03494429698541527}",30,10,33.83318476341539,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1679,False,"{'a': 0.002, 'e': 0.034874478233469314}",30,20,16.39681024106951,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.002, 'e': 0.03480479897948277}",20,3,24.739356993308895,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.002, 'e': 0.03473525894473856}",25,0,33.308084899992316,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1682,False,"{'a': 0.002, 'e': 0.03466585785107644}",30,2,45.40460598511516,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.002, 'e': 0.034596595420891954}",20,11,14.998104859230404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.002, 'e': 0.034527471377135265}",30,19,24.433371161732985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.002, 'e': 0.034458485443310136}",25,14,21.549556716845494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.002, 'e': 0.03438963734347271}",20,10,20.3614555997814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.002, 'e': 0.03432092680223053}",20,6,26.385310812978265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.002, 'e': 0.0342523535447413}",20,0,31.932376933786653,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1689,False,"{'a': 0.002, 'e': 0.034183917296711934}",25,15,17.949789457051246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.002, 'e': 0.03411561778439732}",25,17,16.166514007230678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.002, 'e': 0.034047454734599344}",20,0,-25.33268470902309,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1692,False,"{'a': 0.002, 'e': 0.033979427874665694}",35,13,34.01030602060647,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1693,False,"{'a': 0.002, 'e': 0.033911536932488856}",20,3,31.16307567110396,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.002, 'e': 0.03384378163650495}",25,10,26.428451274383537,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.002, 'e': 0.03377616171569273}",25,8,27.565608109913732,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.002, 'e': 0.033708676899572396}",20,8,21.049423715765613,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.002, 'e': 0.03364132691820462}",25,13,23.38090296176057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.002, 'e': 0.033574111502189356}",20,9,19.058041949466443,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.002, 'e': 0.03350703038266488}",25,12,21.918603324116802,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.002, 'e': 0.0334400832913066}",20,7,22.158438296497778,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.002, 'e': 0.03337326996032608}",20,9,17.25311833001984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.002, 'e': 0.03330659012246989}",20,6,21.513588639531264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.002, 'e': 0.03324004351101861}",20,7,24.399603805421307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 0.002, 'e': 0.03317362985978568}",20,6,22.073326645539385,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.002, 'e': 0.03310734890311644}",20,9,21.73559372544366,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.002, 'e': 0.03304120037588693}",25,12,24.751524981734367,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.002, 'e': 0.032975184013503}",30,14,27.255766418051184,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.002, 'e': 0.03290929955189908}",30,22,17.544136507899022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.002, 'e': 0.03284354672753726}",25,0,30.72263686065095,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1710,False,"{'a': 0.002, 'e': 0.032777925277406125}",35,21,20.59999130690425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.002, 'e': 0.03271243493901982}",25,8,29.685641954072484,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.002, 'e': 0.03264707545041687}",20,12,19.48931659420102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1713,False,"{'a': 0.002, 'e': 0.03258184655015926}",30,15,24.1861535997803,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.002, 'e': 0.03251674797733129}",20,9,9.516825097763109,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1715,False,"{'a': 0.002, 'e': 0.03245177947153859}",25,15,19.762394816100954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.002, 'e': 0.03238694077290704}",30,20,16.861432688416365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.002, 'e': 0.03232223162208177}",25,0,42.78569798906395,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1718,False,"{'a': 0.002, 'e': 0.032257651760226075}",25,15,-23.610322893496228,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1719,False,"{'a': 0.002, 'e': 0.03219320092902044}",20,0,29.13511961652838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1720,False,"{'a': 0.002, 'e': 0.03212887887066144}",20,15,7.270457577047117,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1721,False,"{'a': 0.002, 'e': 0.03206468532786077}",25,9,35.259243588530936,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1722,False,"{'a': 0.002, 'e': 0.03200062004384415}",20,12,7.131960149984254,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 0.002, 'e': 0.03193668276235039}",20,14,7.274661238430328,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1724,False,"{'a': 0.002, 'e': 0.031872873227630244}",20,5,20.173099051639312,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1725,False,"{'a': 0.002, 'e': 0.03180919118444552}",30,8,39.56376900727403,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.002, 'e': 0.03174563637806794}",25,10,22.39810204672623,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1727,False,"{'a': 0.002, 'e': 0.0316822085542782}",35,23,20.240858048206643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1728,False,"{'a': 0.002, 'e': 0.031618907459364916}",20,16,7.3746389026006405,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.002, 'e': 0.03155573284012364}",20,16,6.218126025192117,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1730,False,"{'a': 0.002, 'e': 0.031492684443855785}",20,6,24.121853337992157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1731,False,"{'a': 0.002, 'e': 0.03142976201836771}",20,12,13.983908683228854,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1732,False,"{'a': 0.002, 'e': 0.0313669653119696}",25,7,28.166490572192743,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1733,False,"{'a': 0.002, 'e': 0.03130429407347458}",30,14,-9.213043928719149,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1734,False,"{'a': 0.002, 'e': 0.031241748052197565}",20,0,-17.472542612925096,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1735,False,"{'a': 0.002, 'e': 0.031179326997954438}",20,16,8.968589377776967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1736,False,"{'a': 0.002, 'e': 0.03111703066106086}",20,8,10.586464646033459,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1737,False,"{'a': 0.002, 'e': 0.03105485879233143}",20,10,14.698595222880519,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.002, 'e': 0.03099281114307856}",25,15,20.009363584227344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1739,False,"{'a': 0.002, 'e': 0.030930887465111603}",25,19,11.71641292231805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1740,False,"{'a': 0.002, 'e': 0.03086908751073573}",20,3,23.521069783792306,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.002, 'e': 0.030807411032751076}",35,15,33.43859629433157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.002, 'e': 0.030745857784451616}",20,11,16.33462680719327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1743,False,"{'a': 0.002, 'e': 0.0306844275196243}",25,12,24.782512735756036,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.002, 'e': 0.03062311999254796}",25,15,19.41154864077246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1745,False,"{'a': 0.002, 'e': 0.030561934957992438}",30,20,17.886649318648086,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1746,False,"{'a': 0.002, 'e': 0.030500872171217483}",20,7,26.870022393985607,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.002, 'e': 0.03043993138797189}",20,12,14.810007659304498,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.002, 'e': 0.03037911236449243}",25,11,23.247475489510062,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1749,False,"{'a': 0.002, 'e': 0.03031841485750294}",30,16,27.46378322504695,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.002, 'e': 0.030257838624213294}",30,12,-9.355456085349212,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1751,False,"{'a': 0.002, 'e': 0.0301973834223185}",20,2,17.99679787772744,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1752,False,"{'a': 0.002, 'e': 0.030137049009997648}",25,15,17.430761139708743,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1753,False,"{'a': 0.002, 'e': 0.03007683514591303}",30,11,26.384412106630855,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1754,False,"{'a': 0.002, 'e': 0.030016741589209084}",20,10,19.353059657862634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1755,False,"{'a': 0.002, 'e': 0.029956768099511533}",20,8,8.199566873168012,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1756,False,"{'a': 0.002, 'e': 0.029896914436926308}",25,4,34.79307419469122,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.002, 'e': 0.029837180362038706}",35,12,37.15280917146234,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.002, 'e': 0.02977756563591232}",20,12,16.437155397707393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1759,False,"{'a': 0.002, 'e': 0.0297180700200882}",20,8,18.820514782363656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.002, 'e': 0.029658693276583766}",25,10,24.80438655631676,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.002, 'e': 0.029599435167892}",20,8,18.26490311568567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.002, 'e': 0.029540295456980357}",35,20,26.657719287768277,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.002, 'e': 0.02948127390728994}",25,18,14.940092165148204,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1764,False,"{'a': 0.002, 'e': 0.02942237028273445}",25,0,36.724774471211276,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1765,False,"{'a': 0.002, 'e': 0.029363584347699333}",20,14,10.556710258569254,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.002, 'e': 0.029304915867040746}",35,23,24.003065831411273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1767,False,"{'a': 0.002, 'e': 0.029246364606084714}",20,3,26.543486044712495,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.002, 'e': 0.029187930330626086}",30,11,26.873288024255444,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1769,False,"{'a': 0.002, 'e': 0.02912961280692771}",20,13,10.396161739520968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1770,False,"{'a': 0.002, 'e': 0.02907141180171939}",30,8,27.713804104051246,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1771,False,"{'a': 0.002, 'e': 0.029013327082197053}",35,24,23.592638466154213,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1772,False,"{'a': 0.002, 'e': 0.028955358416021718}",25,19,11.862143454101712,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1773,False,"{'a': 0.002, 'e': 0.028897505571318663}",25,15,20.182074873113834,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1774,False,"{'a': 0.002, 'e': 0.028839768316676413}",30,15,26.48019822047867,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.002, 'e': 0.02878214642114589}",25,6,31.62124426010429,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1776,False,"{'a': 0.002, 'e': 0.028724639654239423}",20,6,22.449818836719516,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1777,False,"{'a': 0.002, 'e': 0.02866724778592988}",25,16,16.69022209215586,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.002, 'e': 0.028609970586649693}",20,5,22.39642456057989,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1779,False,"{'a': 0.002, 'e': 0.02855280782729001}",20,10,15.632034832780615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1780,False,"{'a': 0.002, 'e': 0.028495759279199697}",20,9,19.19576976814984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.002, 'e': 0.028438824714184505}",30,24,9.658048722608262,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1782,False,"{'a': 0.002, 'e': 0.028382003904506077}",20,12,15.439421987502964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1783,False,"{'a': 0.002, 'e': 0.02832529662288112}",20,5,30.665740641375546,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.002, 'e': 0.028268702642480412}",20,6,24.497970019559812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.002, 'e': 0.02821222173692798}",25,9,34.587560858804125,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1786,False,"{'a': 0.002, 'e': 0.028155853680300096}",30,16,26.394794055472406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1787,False,"{'a': 0.002, 'e': 0.028099598247124487}",20,9,23.216531789871205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.002, 'e': 0.02804345521237932}",25,13,19.185059911353473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.002, 'e': 0.027987424351492405}",20,9,21.835879690973936,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1790,False,"{'a': 0.002, 'e': 0.027931505440340204}",30,16,24.83036635985551,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.002, 'e': 0.027875698255247015}",20,14,10.088317849662964,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.002, 'e': 0.027820002572984004}",30,20,16.768755790758544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1793,False,"{'a': 0.002, 'e': 0.02776441817076839}",25,15,17.652963399317642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1794,False,"{'a': 0.002, 'e': 0.02770894482626248}",20,8,20.30633219046956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1795,False,"{'a': 0.002, 'e': 0.027653582317572808}",30,15,6.222079641809945,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1796,False,"{'a': 0.002, 'e': 0.027598330423249287}",20,0,34.81567072456432,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1797,False,"{'a': 0.002, 'e': 0.02754318892228425}",25,15,16.269873475722388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.002, 'e': 0.027488157594111634}",20,11,16.551357887195447,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1799,False,"{'a': 0.002, 'e': 0.027433236218606032}",20,16,7.32026046957577,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1800,False,"{'a': 0.002, 'e': 0.027378424576081896}",30,16,27.513851755222174,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.002, 'e': 0.02732372244729256}",30,10,38.50703747531174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1802,False,"{'a': 0.002, 'e': 0.027269129613429453}",35,21,24.26837403160272,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.002, 'e': 0.027214645856121145}",20,14,11.428971041357824,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1804,False,"{'a': 0.002, 'e': 0.027160270957432564}",20,0,29.586633307674138,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1805,False,"{'a': 0.002, 'e': 0.027106004699864013}",20,9,18.072524859280875,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.002, 'e': 0.027051846866350416}",25,13,19.228001793844516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1807,False,"{'a': 0.002, 'e': 0.02699779724026034}",20,7,24.271879941227446,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.002, 'e': 0.026943855605395233}",20,12,13.139946063766136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.002, 'e': 0.026890021745988462}",30,13,30.476683243399158,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.002, 'e': 0.02683629544670454}",25,5,23.416246759651578,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1811,False,"{'a': 0.002, 'e': 0.026782676492638175}",20,14,11.742944619559536,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1812,False,"{'a': 0.002, 'e': 0.0267291646693135}",20,7,21.425049423634068,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.002, 'e': 0.026675759762683132}",20,14,12.391182619147997,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1814,False,"{'a': 0.002, 'e': 0.026622461559127397}",20,0,-24.953461619712595,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1815,False,"{'a': 0.002, 'e': 0.02656926984545338}",20,10,18.681046384422714,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.002, 'e': 0.02651618440889418}",20,4,30.940463103885683,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.002, 'e': 0.026463205037107963}",25,7,35.472189770066564,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1818,False,"{'a': 0.002, 'e': 0.026410331518177187}",30,4,40.70075382150983,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.002, 'e': 0.02635756364060769}",25,19,13.021786390096334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.002, 'e': 0.026304901193327908}",20,3,27.609983709114502,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.002, 'e': 0.02625234396568796}",20,10,-5.185234962479191,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1822,False,"{'a': 0.002, 'e': 0.02619989174745889}",30,19,20.049697348428147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.002, 'e': 0.026147544328831734}",20,6,27.146484295344017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.002, 'e': 0.026095301500416765}",20,6,24.071356731455126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.002, 'e': 0.02604316305324258}",30,11,38.79840504839077,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.002, 'e': 0.025991128778755347}",25,10,25.99319417201921,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.002, 'e': 0.02593919846881787}",30,12,29.916370438331235,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.002, 'e': 0.025887371915708866}",20,12,13.736268772306886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.002, 'e': 0.025835648912122026}",20,13,10.72780418694421,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.002, 'e': 0.0257840292511653}",20,3,30.457842818183355,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.002, 'e': 0.02573251272635994}",20,11,16.419467712223057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.002, 'e': 0.025681099131639813}",20,10,-3.3085656785422333,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1833,False,"{'a': 0.002, 'e': 0.02562978826135044}",20,14,0.3485403925259374,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1834,False,"{'a': 0.002, 'e': 0.025578579910248294}",25,5,18.64423498898377,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1835,False,"{'a': 0.002, 'e': 0.025527473873499885}",25,15,16.2656061865697,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
