trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",30,0,-175.60411511516438,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",25,0,-61.08820292291895,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",20,0,-106.43293394906554,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",20,0,-53.34128967698396,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",20,0,-47.91101952811205,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,5,-41.58233571213667,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",25,0,-99.1060743762657,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",25,0,-175.08631463803715,"{0: 11, 1: 1, 2: 10, 3: 2, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,10,-19.377220170763756,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",20,0,-89.39742774767068,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-100.76479114735947,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",20,0,-100.51141129642787,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,0,-305.03116782666996,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 6}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",30,4,-91.90376944920718,"{0: 14, 1: 5, 2: 5, 3: 2, 4: 0}",1
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",20,0,-180.57893853312467,"{0: 8, 1: 4, 2: 3, 3: 3, 4: 2}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",30,0,-189.01094486459337,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",20,0,-62.414573346614894,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",20,0,-37.69089870193926,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",20,6,-42.30967033316,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",25,0,-83.61381997804041,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 2}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-78.30333561514034,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",30,0,-144.61803538338503,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",25,0,-151.83915868508515,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",30,4,-163.10220404687783,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 3}",1
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",30,0,-214.8373771171993,"{0: 14, 1: 2, 2: 10, 3: 2, 4: 2}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",20,0,-173.94765103459977,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-115.40845625656635,"{0: 16, 1: 6, 2: 0, 3: 1, 4: 2}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",25,0,-186.30174117601152,"{0: 10, 1: 6, 2: 5, 3: 2, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",35,0,-281.89159480198657,"{0: 17, 1: 2, 2: 11, 3: 1, 4: 4}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-119.38220016077709,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",30,0,-162.55109413501933,"{0: 17, 1: 4, 2: 4, 3: 4, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,0,-72.29158619017113,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",30,0,-152.4508616018574,"{0: 19, 1: 4, 2: 2, 3: 3, 4: 2}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,0,-90.5573846484302,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",25,10,-91.00560607305103,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 2}",1
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",20,0,-114.08707865428673,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",25,0,-135.79638809874493,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,0,-55.35354156557794,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",35,0,-155.1049192250528,"{0: 23, 1: 2, 2: 7, 3: 1, 4: 2}",0
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",20,0,-180.08911710088492,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",20,0,-65.00121945821033,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-89.1885995626857,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,0,-54.918313297650435,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",20,0,-188.8919316469496,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,0,-51.510085282007,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",30,0,-147.7796681993725,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",20,0,-85.2559217554648,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",20,0,-0.17643876385802415,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",20,0,-90.55846512220131,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",20,0,-93.07796785116462,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",25,8,-36.94575892572014,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 1}",1
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",35,0,-106.24642330630296,"{0: 24, 1: 2, 2: 7, 3: 1, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",20,0,-97.83513056829361,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",30,0,-229.2883098742209,"{0: 16, 1: 4, 2: 5, 3: 1, 4: 4}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,6,-35.72061260601712,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",25,0,-125.79707013434209,"{0: 14, 1: 6, 2: 3, 3: 0, 4: 2}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,0,-73.02555938051724,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",20,0,-18.046909049631196,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",25,0,-86.18083990245455,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,0,-106.32779314560587,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",25,9,-52.66181977313369,"{0: 10, 1: 2, 2: 2, 3: 2, 4: 0}",1
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",25,0,-89.21924715397327,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",30,0,-95.36618312760254,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",20,0,-90.16799131427042,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",25,0,-145.8277132583336,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",30,0,-163.3642487435678,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",25,0,-143.2504081354058,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",20,0,-134.9792288672039,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",25,9,-69.68615821405118,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",20,2,-132.63434835531794,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 2}",1
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",25,0,-110.95178119091764,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-58.10696670130638,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-97.39807659832675,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",20,0,-118.30929420021673,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",25,0,-69.63299295953067,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",20,0,-100.82830138546427,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",30,0,-88.91715603591827,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",25,0,-129.04595122492086,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",20,0,-105.3199696271683,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",25,0,-81.92370011881681,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,0,-130.80001552455258,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",20,0,-70.1843486223537,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",25,3,-144.0447118984365,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 3}",1
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",25,0,-135.14697521320576,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",20,0,-19.541423672580752,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",20,0,-85.60426980735643,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",20,11,-56.079113698268934,"{0: 4, 1: 0, 2: 4, 3: 1, 4: 0}",1
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",25,1,-144.11173203489335,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 3}",1
89,False,"{'a': 0.002, 'e': 0.838617983337074}",25,0,-177.8000097042913,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",20,7,-82.21860924086253,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 1}",1
91,False,"{'a': 0.002, 'e': 0.835270211411272}",25,10,-52.51271589625489,"{0: 9, 1: 2, 2: 2, 3: 2, 4: 0}",1
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",25,18,-5.411838658006512,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",20,0,-62.208634414580104,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",30,0,-137.35432773069095,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",20,0,-147.56661094767702,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",25,4,-117.37447172056324,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 1}",1
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",30,0,-80.89983876394844,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",25,0,-35.887656302491116,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",25,0,-80.71657649593783,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,0,-68.97564349334517,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",20,0,-46.25720626881233,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",25,0,-138.71096958131113,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",20,0,-198.2645513588162,"{0: 10, 1: 0, 2: 5, 3: 2, 4: 3}",0
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",25,0,-102.05505612467262,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
105,False,"{'a': 0.002, 'e': 0.812207036711939}",20,6,-46.53447008417981,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,0,-35.84151622883841,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",20,0,-35.98373064132066,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",25,0,-52.211949657945475,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",25,0,-100.42812429626174,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",25,0,-157.65788303075976,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",20,0,-42.342462308727114,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",25,0,-60.83708102462892,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,14,-16.6605059242755,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,10,-5.767829207440608,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",25,0,-193.42352897169036,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 4}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",25,0,-180.00987539908007,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",30,0,-184.11495515982247,"{0: 20, 1: 2, 2: 2, 3: 3, 4: 3}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",20,0,-20.950525409572208,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",20,0,-116.96169655951785,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",25,10,-62.70649058159552,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",20,0,-53.6330595942587,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,2,-38.31104374918216,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,0,-103.23121788868998,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",30,0,-98.18345135622393,"{0: 18, 1: 3, 2: 7, 3: 2, 4: 0}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",25,0,-116.2027051027383,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 1}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,6,-19.00540527547179,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,0,-40.05801064655691,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",30,0,-99.37126599881128,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",25,0,-99.51977008485892,"{0: 12, 1: 5, 2: 7, 3: 1, 4: 0}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",25,7,-19.140946436974478,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",20,0,-113.0384882571827,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,0,-154.08492045804473,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",25,0,-161.5491957853262,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",20,0,-97.81597924445495,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
135,False,"{'a': 0.002, 'e': 0.764907781102864}",35,16,-95.56388668140929,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 1}",1
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",25,0,-52.84554313426969,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",30,0,-158.27076622610798,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",25,0,-79.74753339333719,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,20,8.540388223902266,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",25,0,-83.61851069195208,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",25,0,-86.03828245827967,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",20,0,-43.45335242666722,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",20,12,-71.04301340444437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
144,False,"{'a': 0.002, 'e': 0.751262615946886}",25,0,-18.1374742825438,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 0}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",20,0,-56.59183463476375,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",20,0,-40.499373953875164,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",25,15,2.5392588082598886,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",20,0,-45.40934059212619,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,0,-53.933977073911116,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",30,0,-116.89963882891016,"{0: 21, 1: 5, 2: 1, 3: 1, 4: 2}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",25,0,-165.0713862704433,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,10,-19.463542233624953,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",25,0,-184.9365427092545,"{0: 11, 1: 2, 2: 7, 3: 4, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",25,0,-119.8965061571601,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",25,0,-128.43668437563704,"{0: 14, 1: 5, 2: 2, 3: 3, 4: 1}",0
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",25,7,-14.512955703422161,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",20,0,-38.79130583495991,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",25,0,-50.49872675042367,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",25,17,0.6474370321265868,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",20,0,-84.98480958407242,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",20,0,-29.62175897736876,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,2,-73.60411629795482,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",30,0,-154.583165215464,"{0: 15, 1: 3, 2: 10, 3: 1, 4: 1}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",25,0,-128.98799565481465,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",20,0,-69.00595972722871,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",20,0,-64.43315800470049,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",20,0,-71.29761685099815,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",25,0,-85.8143436804565,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",25,0,-102.39674073409203,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,0,-165.74656619059857,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",20,0,-39.02686750625846,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",25,5,-29.58799063458531,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",1
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",25,1,-11.882335720051422,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
174,False,"{'a': 0.002, 'e': 0.7075124871065017}",25,0,-135.78825904990248,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",25,0,-29.269760093585372,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",20,0,-93.21180453619107,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",20,0,-72.56922887735637,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",25,0,-114.32037144854462,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",25,0,-42.24085750965836,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",1
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",25,0,-38.71631626517381,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",1
181,False,"{'a': 0.002, 'e': 0.697676326071031}",30,0,-95.78932209811585,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,16,6.6543749521228115,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,0,-46.52267116244127,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,6,-24.811701838532585,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
